SUMMARIZATION_LEVEL,NAME,ORGANIZATION_CITY,ORGANIZATION_ZIP,SERVICE_DESCRIPTION,SERVICE_METHOD_NAME,MEDIAN_ALLOWED_AMT,LOWER_25_ALLOWED_AMT,UPPER_75_ALLOWED_AMT,REPORTING_PERIOD_BEGIN_DT,REPORTING_PERIOD_END_DT
Organization,Providence Regional Medical Center Everett,Everett,98201,X-ray of Hip: 2+ Views,Outpatient Diagnostic,130.89,35.09,146.57,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Regional Medical Center Everett,Everett,98201,X-ray of Knee: 3+ Views,Outpatient Diagnostic,144.01,126.21,186.69,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Regional Medical Center Everett,Everett,98201,Screening Digital Mammogram,Outpatient Diagnostic,260.65,260.61,260.97,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Sacred Heart Medical Center & Children'S Hospital,Spokane,99204,Colonoscopy with Lesion Removal,Outpatient Surgery,2787.07,2183.96,3133.71,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Sacred Heart Medical Center & Children'S Hospital,Spokane,99204,Hysteroscopy with Salpingo-oophorectomy,Outpatient Surgery,12824.64,11595.73,15958.35,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Sacred Heart Medical Center & Children'S Hospital,Spokane,99204,MRI of the Spine,Outpatient Diagnostic,656.73,451.59,854.96,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence St. Mary Medical Center,Walla Walla,99362,Diagnostic Colonoscopy,Outpatient Surgery,3192.29,2704.47,3666.06,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence St. Peter Hospital,Olympia,98506,Colonoscopy and Biopsy,Outpatient Surgery,3489.7,2642.64,4432.68,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence St. Peter Hospital,Olympia,98506,Total Hysterectomy: Laparoscopic,Outpatient Surgery,17146,11273.31,20823.3,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence St. Peter Hospital,Olympia,98506,MRI of the Spine,Outpatient Diagnostic,910.57,699.86,989.45,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence St. Peter Hospital,Olympia,98506,X-ray of Knee: 3+ Views,Outpatient Diagnostic,184.49,137.2,207.65,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Harbor Medical Group,Aberdeen,98520,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,136.94,136.94,136.94,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Harbor Medical Group,Aberdeen,98520,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,100.24,100.24,100.24,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Legacy Emanuel Hospital,Portland,97227,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,4148.02,3577.19,4743.88,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Legacy Meridan Park Hospital,Tualatin,97062,Screening Digital Mammogram,Outpatient Diagnostic,441.05,337.24,503.27,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Northwest Gastroenterology Associates,Bellevue,98004,Diagnostic Colonoscopy,Outpatient Surgery,1202.9,907.47,1515.74,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Olympic Medical Physicians,Port Angeles,98362,Diagnostic Colonoscopy,Outpatient Surgery,2166.25,1763.15,2674.28,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Oregon Health & Science University,Portland,97239,"Upper Endoscopy of Esophagus, Stomach and Duodenum (EGD)",Outpatient Surgery,3305.71,3216.61,4012.36,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Oregon Health & Science University,Portland,97239,Echocardiogram,Outpatient Diagnostic,1256.42,1247.78,1281.39,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Overlake Medical Clinics,Bellevue,98004,Partial Mastectomy,Outpatient Surgery,12785.21,8359.92,14929.51,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pacific Medical Centers,Seattle,98124,Colonoscopy with Lesion Removal,Outpatient Surgery,1717.54,1517.37,2152.87,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pacific Medical Centers,Seattle,98124,Echocardiogram,Outpatient Diagnostic,437.76,411.95,445.49,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pacific Medical Centers,Seattle,98124,Screening Digital Mammogram,Outpatient Diagnostic,257.87,257.45,269.03,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pacific Medical Centers,Seattle,98124,Diagnostic Digital Mammogram: Unilateral,Outpatient Diagnostic,258.32,247.35,258.32,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Bellingham Urology Group,Bellingham,98225,Transrectal Ultrasound and Biopsy of Prostrate,Outpatient Diagnostic,764.67,394,1949.68,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Center For Diagnostic Imaging,Federal Way,98003,MRI of the Spine,Outpatient Diagnostic,612.3,511.05,820.62,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Bogachiel Clinic,Forks,98331,Echocardiogram,Outpatient Diagnostic,249.26,249.26,249.26,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,South Sound Women'S Center,Olympia,98502,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,138,136.94,149.09,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,South Sound Women'S Center,Olympia,98502,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,154.23,100.24,173.39,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Proliance Orthopedic Associates,Renton,98055,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,122.29,121.36,162.36,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Proliance Orthopedic Associates,Renton,98055,Discectomy,Outpatient Surgery,6454.63,5776,6515.01,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Proliance Orthopedic Associates,Renton,98055,MRI of the Spine,Outpatient Diagnostic,654.81,654.81,676.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Proliance Orthopedic Associates,Renton,98055,X-ray of Knee: 3+ Views,Outpatient Diagnostic,51.72,51.72,53.48,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Peninsula Family Medical Center,Gig Harbor,98335,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,79.66,67.71,105.98,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Vancouver Radiologists,Vancouver,98662,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,169.33,168.3,324.88,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Vancouver Clinic - Columbia Technology Center,Vancouver,98684,Screening Digital Mammogram,Outpatient Diagnostic,339.29,339.29,360.55,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Ballard Women'S Health,Seattle,98107,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,118.56,100.24,182.87,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Cancer Care Northwest,Spokane,99202,Bone Mineral Density Scan,Outpatient Diagnostic,130.94,112.52,132.3,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Northwest Orthopaedic Specialists,Spokane,99204,MRI of the Spine,Outpatient Diagnostic,565.07,565.07,565.07,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Olympia Obstetrics & Gynecology,Olympia,98506,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,138,136.94,149.09,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Longview Radiologists,Kelso,98626,Spine Epidural Injection,Outpatient Diagnostic,421.15,334.56,426.4,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Family Care Network,Bellingham,98225,X-ray of Knee: 3+ Views,Outpatient Diagnostic,62.98,56.87,76.38,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Cascade Outpatient Spine Center,Bellingham,98225,Spine Epidural Injection,Outpatient Diagnostic,354.24,347.48,358.8,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Tri City Radiology,Kennewick,99336,Bone Mineral Density Scan,Outpatient Diagnostic,164.45,89.4,182.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Center For Diagnostic Imaging,Lakewood,98499,MRI of the Spine,Outpatient Diagnostic,820.62,820.62,820.62,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pinnacle Pain Center,Kennewick,99336,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,92.04,79.66,92.05,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Medical Group,Seattle,98104,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,160.78,159,259.65,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Unified Women'S Healthcare Of Washington,Bellevue,98004,Hysteroscopy with Biopsy,Outpatient Surgery,978.92,757.22,1528.88,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Unified Women'S Healthcare Of Washington,Bellevue,98004,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,149.09,138,154.22,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Unified Women'S Healthcare Of Washington,Bellevue,98004,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,217.28,202,221.7,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Wenatchee Valley Medical Center,Wenatchee,98801,Esophagram,Outpatient Diagnostic,188.24,188.24,188.24,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Wenatchee Valley Medical Center,Wenatchee,98801,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,310.91,310.91,310.91,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pullman Readycare,Pullman,99163,Bone Mineral Density Scan,Outpatient Diagnostic,66.23,53.25,72.27,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Northwest Orthopaedic And Sports Medicine,Richland,99352,X-ray of Knee: 3+ Views,Outpatient Diagnostic,53.48,51.72,55.1,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pullman Family Medicine,Pullman,99163,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,150.15,136.94,150.15,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pullman Family Medicine,Pullman,99163,Bone Mineral Density Scan,Outpatient Diagnostic,66.23,66.23,72.64,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Seattle Orthopedic Center - Surgery,,,Knee Arthroscopy,Outpatient Surgery,3685.29,3201.17,4989,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Statewide,,,,Hysteroscopy with Salpingo-oophorectomy,Outpatient Surgery,12106.49,9119.95,15917.73,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Statewide,,,,After-Cataract Laser Surgery,Outpatient Surgery,723.52,671.95,956.18,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Statewide,,,,Prostatectomy (TURP),Outpatient Surgery,9778.75,7560.81,11946.73,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Puget Sound Gastroenterology - Seattle,Seattle,98133,Colonoscopy with Lesion Removal,Outpatient Surgery,2081.31,1543.97,2362.26,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Puget Sound Gastroenterology - Kirkland,Kirkland,98034,Colonoscopy with Lesion Removal,Outpatient Surgery,2193,1848,2510,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Skagit Regional Clinics,Mount Vernon,98274,Cystoscopy of Bladder/Urethra,Outpatient Diagnostic,298.01,266.26,303.97,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Skagit Regional Clinics,Mount Vernon,98274,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,100.24,100.24,100.24,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish - Downtown Seattle Primary Care,Seattle,98104,Hysteroscopy with Biopsy,Outpatient Surgery,943.9,907.75,1792.02,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish - Downtown Seattle Primary Care,Seattle,98104,Spine Epidural Injection,Outpatient Diagnostic,148.42,108.4,166.08,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Urology Group,Seattle,98104,Cystoscopy of Bladder/Urethra,Outpatient Diagnostic,290,266.26,293.84,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Tuality Healthcare,Hillsboro,97123,Screening Digital Mammogram,Outpatient Diagnostic,333.63,281.82,357.99,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Valley Medical Group-Renton,Renton,98055,X-ray of Knee: 3+ Views,Outpatient Diagnostic,54.52,50.29,62.63,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish First Hill Diagnostic Imaging,Seattle,98104,MRI of the Spine,Outpatient Diagnostic,643.33,643.33,1028.83,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Lakeshore Clinic,Bothell,98011,X-ray of Knee: 3+ Views,Outpatient Diagnostic,51.46,51.36,63.36,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Grays Harbor Cardiovascular Imaging,Aberdeen,98520,Echocardiogram,Outpatient Diagnostic,300.5,296.82,326.7,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Mill Creek Family Practice,Mill Creek,98012,Bone Mineral Density Scan,Outpatient Diagnostic,66.23,66.23,87,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Mill Creek Family Practice,Mill Creek,98012,Screening Digital Mammogram,Outpatient Diagnostic,196.19,139.82,200.44,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Mill Creek Family Practice,Mill Creek,98012,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,124.85,104.55,188.9,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Seattle Arthritis Clinic,Seattle,98133,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,93.79,89.73,98.91,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Spokane Obstetrics & Gynecology,Spokane,99204,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,136.94,118.58,136.94,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Northwest Ob-Gyn,Spokane,99204,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,136.94,136.18,136.94,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pacific Gynecology Specialists,Seattle,98104,Total Hysterectomy: Laparoscopic,Outpatient Surgery,7159.74,4484.27,12666.67,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Center For Diagnostic Imaging,Kirkland,98034,Spine Epidural Injection,Outpatient Diagnostic,292.44,292.44,330.92,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Center For Diagnostic Imaging,Kirkland,98034,X-ray of Hip: 2+ Views,Outpatient Diagnostic,52.77,52.77,56.94,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Eastside Family Medicine Clinic,Bellevue,98004,Bone Mineral Density Scan,Outpatient Diagnostic,66.23,64.04,66.23,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Moscow Pullman Ob Gyn,Pullman,99163,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,318.75,318.75,318.75,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Whitman Medical Group,Colfax,99111,X-ray of Hip: 2+ Views,Outpatient Diagnostic,54.89,53.7,56.08,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Fidalgo Medical Associates At Island Hospital,Anacortes,98221,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,219.03,216.16,227.97,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Cascade Imaging,Auburn,98002,Drain/Injection Joint with Ultrasound Guidance,Outpatient Diagnostic,131,131,189.63,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Cascade Imaging,Auburn,98002,X-ray of Knee: 3+ Views,Outpatient Diagnostic,48,48,54.04,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Eastside Ob/Gyn,Kirkland,98034,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,198.24,198.24,202,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Access Urgent & Family Health Care Center,Auburn,98092,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,79.66,79.66,85.5,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Tumwater Family Practice Clinic,Tumwater,98501,Drain/Injection Joint without Ultrasound Guidance,Outpatient Diagnostic,93.79,79.66,98.91,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Women'S Health Connection,Spokane Valley,99216,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,100.24,100.24,100.24,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Emerald City Sports & Spine Medicine,Bellevue,98004,Drain/Injection Joint with Ultrasound Guidance,Outpatient Diagnostic,117.25,117.25,126.42,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Primary Care Northwest,Tacoma,98405,Bone Mineral Density Scan,Outpatient Diagnostic,66.23,58,132.6,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pacific Cardiovascular,Tacoma,98405,Echocardiogram,Outpatient Diagnostic,299.87,249.26,320,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Radia,Lynnwood,98036,Breast Biopsy Including Ultrasound Guidance,Outpatient Surgery,1744.25,1363.07,2769.85,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Radia,Lynnwood,98036,Drain/Injection Joint with Ultrasound Guidance,Outpatient Diagnostic,167.68,161.71,197.41,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Radia,Lynnwood,98036,MRI of the Spine,Outpatient Diagnostic,470.81,131.2,944.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Radia,Lynnwood,98036,Bone Mineral Density Scan,Outpatient Diagnostic,134.72,90.85,140.85,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pacmed Clinics,Lynnwood,98036,Diagnostic Digital Mammogram: Unilateral,Outpatient Diagnostic,237.16,223.83,237.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Doctors Clinic Cavalon Place,Silverdale,98383,X-ray of Knee: 3+ Views,Outpatient Diagnostic,62.01,59.54,62.8,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Doctors Clinic Cavalon Place,Silverdale,98383,Transrectal Ultrasound and Biopsy of Prostrate,Outpatient Diagnostic,625.71,594,625.71,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Inhealth Imaging,Poulsbo,98370,Spine Epidural Injection,Outpatient Diagnostic,280.58,280.58,280.58,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Inhealth Imaging,Poulsbo,98370,Transvaginal Ultrasound: Non-obstetric,Outpatient Diagnostic,100.24,100.24,100.24,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Radia - Edmonds,Edmonds,98026,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,163.17,163.17,174.72,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Puget Sound Surgical Clinic,Edmonds,98026,X-ray of Knee: 3+ Views,Outpatient Diagnostic,51.46,51.46,55.2,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,The Doctors Clinic Salmon Medical Center,Silverdale,98383,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,160.39,140.94,160.39,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Confluence Health - Central Washington Hospital,Wenatchee,98807,Total Hip Replacement,Inpatient APR,45082.43,42177.92,47771.49,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Deaconess Hospital,Spokane,99204,Vaginal Delivery,Inpatient APR,9248.29,7662.18,10604.15,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Island Hospital,Anacortes,98221,Cesarean Section,Inpatient APR,13583.26,10230.59,18975.94,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Lourdes Medical Center,Pasco,99301,Total Hip Replacement,Inpatient APR,35598.3,32907.5,38889.99,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Good Samaritan Hospital,Puyallup,98372,Total Knee Replacement,Inpatient APR,39788.32,32376.28,45896.63,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Tacoma General Hospital,Tacoma,98405,Total Hip Replacement,Inpatient APR,40500.99,33154.95,44461.46,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Overlake Medical Center,Bellevue,98004,Spinal Fusion,Inpatient APR,56212.22,54060.3,57692.07,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Overlake Medical Center,Bellevue,98004,Vaginal Delivery,Inpatient APR,11064.39,9779.21,16076,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Peacehealth St. Joseph Medical Center,Bellingham,98225,Total Hysterectomy,Inpatient APR,25483.23,22227.31,30166.27,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Regional Medical Center Everett,Everett,98201,Cesarean Section,Inpatient APR,19944.57,15734.17,21900.89,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence Sacred Heart Medical Center & Children'S Hospital,Spokane,99204,Total Hysterectomy,Inpatient APR,14578.99,10342.11,19638.62,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence St. Mary Medical Center,Walla Walla,99362,Total Hysterectomy,Inpatient APR,17376.07,16200.69,18208.8,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence St. Peter Hospital,Olympia,98506,Total Hip Replacement,Inpatient APR,35936.81,22072.17,41976.14,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Providence St. Peter Hospital,Olympia,98506,Vaginal Delivery,Inpatient APR,12424.56,11148.9,14957.7,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Pullman Regional Hospital,Pullman,99163,Total Knee Replacement,Inpatient APR,22282.15,18668.41,30639.37,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,St. Anthony Hospital,Gig Harbor,98332,Total Knee Replacement,Inpatient APR,42279.47,31048.15,43498.04,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish Edmonds,Edmonds,98026,Total Knee Replacement,Inpatient APR,33046.07,29524.49,35428.69,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Swedish First Hill,Seattle,98122,Prostatectomy,Inpatient APR,26114.21,23750.51,31867.23,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Uw Medicine - University Of Washington Medical Center,Seattle,98195,Prostatectomy,Inpatient APR,25617.89,21279.65,26564.13,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Virginia Mason Medical Center,Seattle,98101,Coronary Bypass,Inpatient APR,70373.52,57053.17,84359.54,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Virginia Mason Medical Center,Seattle,98101,Total Hip Replacement,Inpatient APR,34715.28,32729.94,41743.25,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Cascade Valley Hospital And Clinics,Arlington,98223,Colonoscopy and Biopsy,Outpatient Surgery,3946.11,1467.38,5195.69,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Cascade Valley Hospital And Clinics,Arlington,98223,X-ray of Hip: 2+ Views,Outpatient Diagnostic,224.16,178.61,322.27,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Cascade Valley Hospital And Clinics,Arlington,98223,Echocardiogram,Outpatient Diagnostic,1096.48,796.05,1373.47,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Columbia County Health System,Dayton,99328,Emergency Department Visit: Moderate Severity,Outpatient Diagnostic,680.99,507.54,765.36,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Confluence Health - Central Washington Hospital,Wenatchee,98807,Partial Mastectomy,Outpatient Surgery,14208.18,10567.59,16643.75,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Confluence Health - Central Washington Hospital,Wenatchee,98807,Coronary Angioplasty: Outpatient,Outpatient Surgery,27475.71,25350.21,30010.2,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Confluence Health - East Wenatchee Clinic,East Wenatchee,98802,Cystoscopy of Bladder/Urethra,Outpatient Diagnostic,1136.32,1103,1136.32,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Confluence Health - East Wenatchee Clinic,East Wenatchee,98802,Transvaginal Ultrasound First Trimester,Outpatient Diagnostic,215.73,215.73,215.73,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Coulee Medical Center,Grand Coulee,99133,X-ray of Knee: 3+ Views,Outpatient Diagnostic,51.46,51.46,102.92,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Deaconess Hospital,Spokane,99204,Knee Arthroscopy,Outpatient Surgery,6822.92,6587.82,7148.01,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Deaconess Hospital,Spokane,99204,Diagnostic Colonoscopy,Outpatient Surgery,2145.04,1797,2281.2,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Deaconess Hospital,Spokane,99204,Colonoscopy and Biopsy,Outpatient Surgery,2958.71,2417,3603.05,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Deaconess Hospital,Spokane,99204,Colonoscopy with Lesion Removal,Outpatient Surgery,2906.13,2512.26,3558.08,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Multicare Deaconess Hospital,Spokane,99204,Discectomy,Outpatient Surgery,12648.09,12042.6,13144.29,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Evergreenhealth Medical Center,Kirkland,98034,Hysteroscopy with Biopsy,Outpatient Surgery,5098.27,3668.62,5821.05,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
Organization,Evergreenhealth Medical Center,Kirkland,98034,Obstetrical Ultrasound of Fetus,Outpatient Diagnostic,237.12,201.25,412.4,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM
