SUMMARIZATION_LEVEL,NAME,ORGANIZATION_CITY,ORGANIZATION_ZIP,PRODUCT_TYPE,MEASURE_CODE,MEASURE_DESCRIPTION,MEASURE_COMPONENT,MEASURE_SUMMARY_UNITS,AGE_STRATIFICATION,MEASURE_RESULT,LOWER_95_CI,UPPER_95_CI,REPORTING_PERIOD_BEGIN_DT,REPORTING_PERIOD_END_DT,PERFORMANCE_CATEGORY
Hospital,Tri-State Memorial Hospital,Clarkston,99403,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.66,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Uw Medicine/Harborview Medical Center,Seattle,98104,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.94,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Uw Medicine - Northwest Hospital & Medical Center,Seattle,98133,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,0.73,0.45,1.0,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Uw Medicine - Northwest Hospital & Medical Center,Seattle,98133,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.48,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Uw Medicine - University Of Washington Medical Center,Seattle,98195,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.14,0.13,0.15,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Uw Medicine - Valley Medical Center,Renton,98055,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.14,0.12,0.18,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Whidbeyhealth Medical Center,Coupeville,98239,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Centralia Hospital,Centralia,98531,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,23.08,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Centralia Hospital,Centralia,98531,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.84,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Holy Family Hospital,Spokane,99208,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,15.37,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Holy Family Hospital,Spokane,99208,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Holy Family Hospital,Spokane,99208,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.54,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Mount Carmel Hospital,Colville,99114,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.38,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Regional Medical Center Everett,Everett,98201,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,1.04,0.8,1.27,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Regional Medical Center Everett,Everett,98201,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,18.16,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Regional Medical Center Everett,Everett,98201,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.59,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Sacred Heart Medical Center & Children'S Hospital,Spokane,99204,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.88,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence St. Mary Medical Center,Walla Walla,99362,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,0.97,0.64,1.3,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence St. Mary Medical Center,Walla Walla,99362,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,1.55,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence St. Peter Hospital,Olympia,98506,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.79,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Pullman Regional Hospital,Pullman,99163,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,1.23,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Samaritan Healthcare,Moses Lake,98837,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.84,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Seattle Children'S Hospital,Seattle,98105,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.4,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Skagit Valley Hospital,Mount Vernon,98274,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,0.93,0.6,1.26,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Skagit Valley Hospital,Mount Vernon,98274,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Skagit Valley Hospital,Mount Vernon,98274,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.85,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Skagit Valley Hospital,Mount Vernon,98274,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,18.18,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Skyline Hospital,White Salmon,98672,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.83,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Snoqualmie Valley Hospital,Snoqualmie,98065,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,21.24,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Clare Hospital,Lakewood,98499,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,2.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Elizabeth Hospital,Enumclaw,98022,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,3.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Joseph Medical Center,Tacoma,98405,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Harrison Medical Center,Bremerton,98310,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.34,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Highline Medical Center,Tukwila,98168,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.5,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Island Hospital,Anacortes,98221,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.15,0.11,0.19,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Island Hospital,Anacortes,98221,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,26.88,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Jefferson Healthcare,Port Townsend,98368,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Capital Medical Center,Olympia,98502,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Cascade Valley Hospital And Clinics,Arlington,98223,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.89,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Cascade Valley Hospital And Clinics,Arlington,98223,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,1.1,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Columbia County Health System,Dayton,99328,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.16,0.14,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Confluence Health - Central Washington Hospital,Wenatchee,98807,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.75,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Kadlec Regional Medical Center,Richland,99352,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.65,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Lake Chelan Community Hospital,Chelan,98816,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.69,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Legacy Salmon Creek Medical Center,Vancouver,98686,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.16,0.13,0.21,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Ferry County Memorial Hospital,Republic,99166,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Ferry County Memorial Hospital,Republic,99166,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Forks Community Hospital,Forks,98331,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,1.48,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Morton General Hospital,Morton,98356,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Lourdes Medical Center,Pasco,99301,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Mason General Hospital & Family Of Clinics,Shelton,98584,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.27,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Mid-Valley Hospital,Omak,98841,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.16,0.14,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Mid-Valley Hospital,Omak,98841,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.86,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Auburn Medical Center,Auburn,98001,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.15,0.11,0.19,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Francis Hospital,Federal Way,98003,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.88,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish Edmonds,Edmonds,98026,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.83,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Lincoln Hospital,Davenport,99122,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Lourdes Medical Center,Pasco,99301,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Yakima Regional Medical & Cardiac Center,Yakima,98902,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.13,0.11,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Virginia Mason - Yakima Valley Memorial Hospital,Yakima,98902,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.86,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Valley Hospital,Spokane Valley,99216,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Valley Hospital,Spokane Valley,99216,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.9,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Auburn Medical Center,Auburn,98001,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,0.94,0.58,1.31,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Auburn Medical Center,Auburn,98001,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.71,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Good Samaritan Hospital,Puyallup,98372,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Tacoma General Hospital,Tacoma,98405,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.97,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Odessa Memorial Healthcare Center,Odessa,99159,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,1.64,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Olympic Medical Center,Port Angeles,98362,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,3.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Overlake Medical Center,Bellevue,98004,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,0.74,0.49,0.99,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Overlake Medical Center,Bellevue,98004,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.8,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Peacehealth St. John Medical Center,Longview,98632,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.13,0.1,0.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Peacehealth St. John Medical Center,Longview,98632,ALL,H-COMP-STK-4,Stroke Care: Thrombolytic Therapy,Compliance,Percent Compliance,Overall,0.67,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Peacehealth St. Joseph Medical Center,Bellingham,98225,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.43,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Peacehealth United General Medical Center,Sedro Woolley,98284,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.86,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Joseph Medical Center,Tacoma,98405,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.78,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish Edmonds,Edmonds,98026,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,24.49,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Swedish First Hill,Seattle,98122,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,22.88,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Uw Medicine - Northwest Hospital & Medical Center,Seattle,98133,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,4.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Uw Medicine - Valley Medical Center,Renton,98055,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.79,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Virginia Mason Medical Center,Seattle,98101,ALL,H-COMP-PSI-90,Patient Safety for Selected Indicators (composite measure),Score,Score,Overall,0.74,0.54,0.93,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Virginia Mason Medical Center,Seattle,98101,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.9,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Virginia Mason Medical Center,Seattle,98101,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.34,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Whidbeyhealth Medical Center,Coupeville,98239,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.86,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Whidbeyhealth Medical Center,Coupeville,98239,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,3.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Pmh Medical Center,Prosser,99350,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.82,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Pmh Medical Center,Prosser,99350,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,1.95,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Pmh Medical Center,Prosser,99350,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.59,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Centralia Hospital,Centralia,98531,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.16,0.15,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Holy Family Hospital,Spokane,99208,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.79,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Mount Carmel Hospital,Colville,99114,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.14,0.13,0.16,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Mount Carmel Hospital,Colville,99114,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.9,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Regional Medical Center Everett,Everett,98201,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.78,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Regional Medical Center Everett,Everett,98201,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.64,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Regional Medical Center Everett,Everett,98201,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.56,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Sacred Heart Medical Center & Children'S Hospital,Spokane,99204,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.13,0.11,0.15,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence Sacred Heart Medical Center & Children'S Hospital,Spokane,99204,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.14,0.13,0.15,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Providence St. Mary Medical Center,Walla Walla,99362,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.4,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Samaritan Healthcare,Moses Lake,98837,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,3.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Seattle Cancer Care Alliance,Seattle,98109,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.66,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Skyline Hospital,White Salmon,98672,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.14,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Snoqualmie Valley Hospital,Snoqualmie,98065,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Anthony Hospital,Gig Harbor,98332,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.41,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Anthony Hospital,Gig Harbor,98332,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,1.61,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Clare Hospital,Lakewood,98499,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.14,0.13,0.15,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Clare Hospital,Lakewood,98499,ALL,CAUTI-OUT,Catheter-Associated Urinary Tract Infections outside ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Elizabeth Hospital,Enumclaw,98022,ALL,CAUTI-ICU,Catheter-Associated Urinary Tract Infections within ICU,Visit Count,"Rate per 1,000 Member-Years",Overall,0.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,St. Joseph Medical Center,Tacoma,98405,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,3.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Harrison Medical Center,Bremerton,98310,ALL,FALLS-I,Falls with Injury,Visit Count,"Rate per 1,000 Member-Years",Overall,1.13,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Jefferson Healthcare,Port Townsend,98368,ALL,H-HSP-RATING,Overall Rating of Hospital,Score,Score,Overall,4.0,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Multicare Valley Hospital,Spokane Valley,99216,ALL,H-COMP-M,Patient Experience with Hospital Care: Communication About Medicines,Score,Score,Overall,0.76,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Capital Medical Center,Olympia,98502,ALL,MORT-30-AMI,30-Day All-Cause Mortality Rate Following Acute Myocardial Infarction,Compliance,Percent Compliance,Overall,0.14,0.11,0.19,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Capital Medical Center,Olympia,98502,ALL,H-COMP-D,Patient Experience with Hospital Care: Discharge Information,Score,Score,Overall,0.9,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Capital Medical Center,Olympia,98502,ALL,NTSV C-SECTION,Cesarean Birth,Visit Count,"Rate per 1,000 Member-Years",Overall,26.5,,,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
Hospital,Coulee Medical Center,Grand Coulee,99133,ALL,READM-30-HOSP-WIDE,30-Day Hospital-Wide All-Cause Unplanned Readmission (HWR),Readmission,Observed to Expected Ratio,Overall,0.15,0.13,0.17,01/01/2016 12:00:00 AM,12/31/2016 12:00:00 AM,
