OBJECTID,SYSTEM,PARENTID,DEPARTMENT,DESCRIPTION,SYNTURF_Location,System_Type,Turf_Type,Infill_Material,JOP,Maint_By,Maint_By_Spec,Construction_Entity,Construction_Entity_Spec,Contract_Type,Contract_Number,Commission_Date,RETIRED,Borough,Shape
50,B232-SYNTURF-0047,B232,B-08,Dean Playground,Dean Street and 6th Avenue,Field Group,Non-Infill,Not Applicable,false,DPR,NULL,DPR,NULL,Capital,B232-106M,10/14/2009,False,B,0xD708000001040A00000080D26E1FEB422E410028E25455DD0641001B4C9EE4432E4100FEE3194CDC0641003BEE44E8432E410038130531DC064180F12CD219442E41004871B0F8DB06410043D3FC3A442E4100EC1F6355DC064100DDACFF45442E4100C8925313DD064100CB3B313D442E4100306A162FDD0641809C6C787C442E4100029EEBBEE0064100FAC1633E432E410072CC1920E2064180D26E1FEB422E410028E25455DD064101000000020000000001000000FFFFFFFF0000000003
107,Q127-SYNTURF-0024,Q127,Q-12,Marconi Park,109th Avenue and 157th Street,Field Group,Non-Infill,Not Applicable,false,DPR,NULL,DPR,NULL,Capital,Q127-109M,04/25/2011,False,Q,0xD70800000104160000000097F80393C62F410016E158246D0741003ED1B271C52F41001AF30F0975074100E6E0A35BC52F4100FAFE92DC740741001400B135C52F4100C087E7D4750741801D567135C52F4100E62E3E0476074100E6BAB93FC52F4100D44D79137607418025CCEB2CC52F4100BE3EFA957607410055055B03C52F4100227497BC76074100378F88E3C42F410024934D7E76074100626AB6E7C42F41008444A45F760741805D921FE5C42F4100F27B3D3976074100960068A7C42F4100CAD8E2AD75074100DDA26295C42F4100824F502076074180CF379C91C32F410026B55CD173074180AECD4630C42F4100063480936F0741007417973BC42F41006A7FD1A16F07410005E2AA76C42F4100D495EC056E07418027D053E5C42F41002451BFCD6A074180ADAE6DE4C42F4100A859BF8C6A07410075763DF7C42F4100460B8F006A074180E57B032AC52F4100AC0031CC6907410097F80393C62F410016E158246D074101000000020000000001000000FFFFFFFF0000000003
164,B407-SYNTURF-0064,B407,B-02,South Oxford Park,S Oxford Street and Atlantic Commons,Play Area,Infill,Unknown,false,DPR,NULL,DPR,NULL,Capital,B407-104M,06/14/2006,False,B,0xD708000001041D0000000014B5AD82452E41005A8F725C000741002DA3B97B452E41009A158E8B000741008BA8A676452E410028AA5BBE00074100A4019373452E41006494A9F300074180BF7E9172452E41007AAB382A01074100F500A873452E4100760AC160010741002BFBCF76452E41006824FC9501074100199DF67B452E41007A24AAC801074180923EB060452E410054E7E3F6010741809FE70244452E410036F2951402074100A8018E26452E4100A6FA1A21020741802529F508452E4100941F2D1C0207410095FCDCEB442E41006E99E805020741806714E7CF442E41000E5EC8DE01074100F6A6AEB5442E4100C2CCA6A7010741807382C59D442E410024F2B461010741004FB15DA9442E4100A4445A2501074100715972B2442E4100DA3177E200074100FB07CAB8442E41003860B49A0007418050413CBC442E41009A5ED94F000741801C2FB3BC442E410036E4C1030007418054F62BBA442E4100560C51B8FF0641002BA5DAD7442E41007CA4709CFF064180B0B63AF6442E4100C097E991FF0641807413AB14452E4100F6A6F198FF06410005CD8932452E41008E3565B1FF064180FD7B384F452E410096E9C1DAFF06410010C51E6A452E4100B80B2C140007410014B5AD82452E41005A8F725C00074101000000020000000001000000FFFFFFFF0000000003
128,R106-SYNTURF-0008,R106,R-03,Bloomingdale Park,Romona  Avenue and Maguire Avenue,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,R106-106M,01/16/2008,False,R,0xD708000001040500000000826B8E15402C41007E88972A5500418084524E1C422C41009E6C971F5B0041000E278048412C4100B0DCEC735F0041800B15C0413F2C41008C2F098A59004100826B8E15402C41007E88972A55004101000000020000000001000000FFFFFFFF0000000003
185,M105-SYNTURF-0023,M105,M-03,Sara D. Roosevelt - Canal Street,Chrystie Street and Hester Street,Field Group,Non-Infill,Not Applicable,false,DPR,NULL,DPR,NULL,Capital,MG-703M,11/02/2005,False,M,0xD708000001042E0000000057E34C4B152E4100EA7D4A926F08418043907849152E41008E3CD26F6F084180560DB748152E4100BAB4B64C6F0841009D600B49152E41007E4C80296F084180115D744A152E4100EA69B7066F0841809E4CEC4C152E41000AC7E3E46E0841001FC76950152E4100DC1589C46E0841805F31DF54152E410048FC24A66E0841801B3E3B5A152E410012102D8A6E0841009492D060152E410050F59D6F6E0841002F5B3568152E4100BCD8B8586E0841806F2C4970152E4100D8D7E1456E084180CCBFE878152E4100E6976B376E084100B449EE81152E4100D8ED952D6E0841808C25328B152E41005ADA8B286E084180B9D78B94152E4100BADD62286E0841809C63D29D152E410002501C2D6E0841009822DDA6152E4100DCB0A2366E084100137084AF152E4100AA03CD446E0841007B80A2B7152E41007ACB5C576E08410046B713BF152E410012BB006E6E084100A31B71C7152E410048E86E906E084100F88C3FCE152E410046F9F9B76E08418020ED763E162E41006ADD602C73084100CF69B540162E4100F27A32587308418095D42A41162E41001676888773084100C3DA2D40162E4100581987AB73084100E44D673E162E41003E0700CA73084100CEECCB3B162E41005EAD7FE7730841809B85AD39162E4100A080EAF9730841009CEB8A35162E4100FA3270167408410081B69A30162E41001EFDD630740841008D33EE2A162E4100A825C248740841003B1E8E29162E41001CDDC84D74084100D6757922162E4100B46EE86374084100F2ADBF1A162E4100AC714076740841800AB18012162E4100E45086847408418038D8A806162E41003AA1049174084100004674FA152E41002631229574084180CD6141EE152E41002E6CBF90740841800CE76DE2152E4100D896FE83740841801D0C55D7152E41009A1E416F740841004C7C4CCD152E4100E445285374084180C27CA1C4152E4100FA0F8B307408410084BD96BD152E4100E2E874087408410057E34C4B152E4100EA7D4A926F084101000000020000000001000000FFFFFFFF0000000003
45,B192A-SYNTURF-0041,B192A,B-10,Fort Hamilton Athletic Field,Colonial Road and 83rd Street,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,B192-100M,10/26/2001,False,B,0xD708000001042B00000080DA3A67B1B62D410014BE1E02740441009C5C8EBFB62D41002AEAAB79730441801046C4D1B62D4100EC4426F97204418029EBC2E7B62D4100CA517A8272044100A14E3601B72D4100A2476E1772044180FE02BD1DB72D41009EAC9AB9710441809C03EA3CB72D410034A6676A71044100ADE1455EB72D4100F290032B7104418007EBE2D4B82D4100CA66505C6F044100C9FA97FBB82D410038579C436F04418061A8C622B92D4100785A483F6F0441803AF3C349B92D4100D2E8654F6F044180C2DCE56FB92D410038CDAF736F04410077438694B92D4100482188AB6F044180ED3C05B7B92D41004E51FAF56F044180E1C7CCD6B92D41006880C2517004418039F951F3B92D4100863850BD7004410015AE180CBA2D4100927ACE3671044100D2E3B420BA2D41008ECE2BBC710441001591CC30BA2D4100AEFF224B72044180CD7E193CBA2D410084D843E1720441003FCB6A42BA2D4100323F017C73044100FD93A443BA2D41008041B71874044180F3A3C13FBA2D41001C35BBB47404418063C7D236BA2D4100C073644D75044180E54CFF28BA2D41005ACB19E07504418060018316BA2D4100443E5C6A760441000EDCAEFFB92D41005EBFCFE9760441006E23E6E4B92D4100444E495C7704418044C19DC6B92D41006AAFD5BF7704410091E859A5B92D410040D4C21278044180833AAB81B92D4100503FA75378044100067D890BB82D4100501EE02B7A04418065BAE5E5B72D4100C0DFEC407A0441005E13E5BFB72D410066D3E6427A0441804266219AB72D41002495C6317A04410064103475B72D4100045AD10D7A0441000567B251B72D41003EF098D779044180515F2C30B72D4100220FF98F7904410058DE2911B72D410012FB133879044180529BDD0FB72D41008AC223BD7604418005F27205B72D4100C01BC72E76044180DA3A67B1B62D410014BE1E0274044101000000020000000001000000FFFFFFFF0000000003
102,Q099-SYNTURF-0013,Q099,Q-15,FMCP Soccer-03,Path of Commerce,Field Group,Infill,Unknown,false,DPR,NULL,DPR,NULL,Capital,Q099-111M,07/16/2013,False,Q,0xD70800000104050000008079D692CF652F4100C000AF06ED0941803E773339642F41004C2DADD4F50941805F4C59A8622F4100B0AA2050F109418069231F3D642F41008E1D466CE809418079D692CF652F4100C000AF06ED094101000000020000000001000000FFFFFFFF0000000003
2,B028-SYNTURF-0003,B028,B-10,Dyker Beach Park,14th Avenue & Benson Avenue,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,B028-101M,10/03/2003,True,B,0xD7080000010405000000009A2863FAE82D41001480063FCB03410095404071E72D41009CFD6864CD034180EC7E4F7CE62D41004C95D47BC2034180B0127307E82D4100C44E3857C00341009A2863FAE82D41001480063FCB034101000000020000000001000000FFFFFFFF0000000003
116,Q392-SYNTURF-0035,Q392,Q-13,Idlewild Park,149th Avenue and 230th Street,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,Q392-104M,04/19/2006,False,Q,0xD7080000010405000000C0F298FE130F304100FC17025CBF05414039FE7E9F0E30410096FF2ADCBA0541C09D674E960F304100E600C392B40541C0BF80220A103041006E405811B90541C0F298FE130F304100FC17025CBF054101000000020000000001000000FFFFFFFF0000000003
173,B017-SYNTURF-0002,B017,B-04,Bushwick Playground Volleyball-01,Woodbine Street and Knickerbocker Avenue,Field Group,Infill,Rubber Crumb,true,DPR,NULL,DPR,NULL,Capital,B017-105M,06/02/2006,False,B,0xD708000001040500000080486D41BAC72E4100A6A86F668C074180FE0CD4E4C72E41009424BC458D074180998B6286C72E4100B0C0F15D8E0741003AD0AC5CC72E4100BEB8897B8D074180486D41BAC72E4100A6A86F668C074101000000020000000001000000FFFFFFFF0000000003
83,M187-SYNTURF-0034,M187,M-11,Marx Brothers Playground,East 96th Street and 2nd Avenue,Field Group,Infill,Rubber Crumb,true,DPR,NULL,DPR,NULL,Capital,MG-200M,06/06/2001,False,M,0xD708000001042C00000080E025FE0F7E2E4100784B61177B0B41802CA4A6FB7D2E41005AF35DF97A0B410083C5186E7D2E410056946C04770B4180A2735A6D7D2E410058D838FE760B4180D685E36C7D2E4100BA9A99F7760B41802CAEB76C7D2E410040ECC1F0760B4100AB44D86C7D2E4100B489E5E9760B41004C1C446D7D2E4100EADF3AE3760B4180042FF86D7D2E4100A253F4DC760B4100C01CEF6E7D2E41009A4542D7760B4100602B21707D2E41007A0E51D2760B41001F86BB937D2E4100DCE5B787760B4100CCF0F0947D2E4100F6EEE684760B410003C907967D2E410066416581760B4100AC02FA967D2E41007459467D760B4180B1E7C1977D2E41007EBBA178760B4100021A5B987D2E4100F09F9373760B4180FDF634A37D2E4100AA6EF2EF750B4180DA42B0A37D2E4100F482D1E9750B41809D0567A47D2E4100B2AC10E4750B410036E154A57D2E41006E88D3DE750B41808CF473A67D2E4100A6023BDA750B4100875CBDA77D2E4100C6A762D6750B418005DE28A97D2E41002C5463D3750B4100427D86807E2E410008E0600A740B4100CB6AFD827E2E4100100ECD07740B41009E7E87857E2E4100DABAF806740B41806EE610887E2E41007C46E907740B4100F125868A7E2E4100E0A4980A740B4180DB16D48C7E2E4100B255F10E740B4100E9EAE88E7E2E41006C14D114740B4100DB81B4907E2E410066340C1C740B41008B07AC2A7F2E4100D04BB460780B4180F4CA8D2B7F2E410050D7CF67780B410029991F2C7F2E4100B8B4696F780B418018955D2C7F2E410030734977780B4180BB8F452C7F2E4100DAA1367F780B418016B6D82B7F2E4100D6CBF686780B418033B8192B7F2E410048D4508E780B418028210E2A7F2E410060A60F95780B410013D6BD287F2E41006089019B780B4180183F32277F2E4100A0D0FA9F780B4180649D76257F2E410092DFD7A3780B4180E025FE0F7E2E4100784B61177B0B4101000000020000000001000000FFFFFFFF0000000003
40,B126-SYNTURF-0031,B126,B-06,Red Hook  Soccer-01,Bay Street and Court Street,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,B126-101M,12/19/2002,False,B,0xD708000001040500000000FCE3720D032E410044731C9F7106418098144281022E41003EEC1FA26B0641006BE023D2042E4100A481DC38680641802AEC325F052E4100A85CD8356E064100FCE3720D032E410044731C9F71064101000000020000000001000000FFFFFFFF0000000003
97,Q096B-SYNTURF-0008,Q096B,Q-10,Southern Fields,North Counduit Avenue and 114th Place,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,Q096-104M,08/09/2005,False,Q,0xD708000001040900000080E76E68B97E2F4100A060A3F42F064180C4362142812F410098646E372F0641800B4E995D812F41008EEE872B2F064100EAB33879812F410036EC062E2F064180904D8794812F4100689DE03E2F064180312D0EAF812F41000419CB5D2F064180BD7A35B7812F410054A4F45D35064100138A4BBC7E2F4100569F759335064180E76E68B97E2F4100A060A3F42F064101000000020000000001000000FFFFFFFF0000000003
154,X104-SYNTURF-0011,X104,X-07,Williamsbridge Oval,Van Cortlandt Ave E and Reservoir Oval E,Field Group,Infill,EPDM,false,DPR,NULL,DPR,NULL,Capital,X104-306M,11/24/2008,False,X,0xD708000001042800000000C29E86E2102F41005E9E80109D0F4100C6FC89D3102F41005ECF3CA59C0F4100C5CBF0C8102F410024DDE6319C0F4100C367FEC2102F4100B87A58B99B0F4180501BD8C1102F4100A49F8D3E9B0F4180894A85C5102F4100A45B8EC49A0F418015C7EECD102F410066625F4E9A0F41802551DFDA102F41003837EDDE990F41807CEF04EC102F4100C004F878990F4100771EF300112F4100C22C061F990F418014802519112F4100DACB50D3980F410004B70234112F41004049B697980F4100B4C4E050112F4100ACEEB06D980F4100623C096F112F410022244A56980F41802AF5BC8D112F4100E0671652980F41001E9539AC112F410048422F61980F41005370BEC9112F4100F0A13683980F4180F56590E5112F4100922B54B7980F41805C6BFFFE112F410034A23EFC980F4180B5C1E0F7132F4100E219B164A10F4180173F4B09142F4100407766CBA10F4100BBEA6116142F41009ACAEC3BA20F41005117CE1E142F4100B8485EB3A20F410005D75822142F4100C025AA2EA30F41807B7AEA20142F4100645DA3AAA30F4180DABF8C1A142F4100543B1A24A40F4180C124690F142F41007CD7EF97A40F41004F67C9FF132F4100503A2803A50F41000F2A14EC132F41002C390363A50F4100F81ACBD4132F410080E207B5A50F41005CC287BA132F410026021CF7A50F4180D7F9F69D132F41008C858B27A60F4100418ED47F132F4100DEEF1745A60F4180980CE760132F41002C66FE4EA60F4100F20BFA41132F41007A67FE44A60F41806123D923132F4100C8205927A60F4180E5B44A07132F41000CC5D2F6A50F418056B80AED122F41001025A9B4A50F41805007C6D5122F410072FF9062A50F4100C29E86E2102F41005E9E80109D0F4101000000020000000001000000FFFFFFFF0000000003
71,M107-SYNTURF-0025,M107,M-11R,"Wards Island - Fields 82, 83, 84, 85",Southwest at East River Lane,Field Group,Infill,Rubber Crumb,false,Other,Randall's Island Park Alliance,Unknown,NULL,Unknown,NULL,03/01/2009,False,M,0xD708000001044200000080B61A7862962E4100183D51AF7F0B410039773940962E4100FE48286E7F0B41005FE86F1F962E410022E6F1217F0B418004605400962E410080C631CB7E0B4180B0F73616962E410094B19E467E0B418090F749F3952E4100624CBCF77D0B41008381F7D2952E4100D658BC987D0B4180532DB6B5952E41003490FB2A7D0B41009FFBF09B952E410092C00BB07C0B4100D3280686952E4100B6C0AD297C0B410026004674952E4100186CCF997B0B410094AEF166952E4100A8327E027B0B4100D9BF395E952E4100C868E4657A0B418070493E5A952E410020333FC6790B410094E80D5B952E410088CED725790B41003797A560952E4100E07BF986780B4100D7649F3C952E41004C764B7E780B41802EC66542952E410082DFA0E6770B4100F8266C4C952E410096728B52770B4100B39A915A952E4100E252F2C3760B4180ADEFA76C952E41007827A93C760B410000597382952E410010136CBE750B4180969DAC9B952E4100ECA7D94A750B410072A99DA2952E410092618C53750B4180563ED3A9952E410090206C57750B4100761C18B1952E410074AC5C56750B410002D936B8952E410062156650750B41002E8AFABE952E4100FE5BB345750B418039A231C5952E410082219536750B410073EFADCA952E410094977923750B41806FCD1DD8952E41001C6CE64A750B4100E54632FD952E4100A039957E740B4100E9C50926962E4100DCA815BE730B418092526852962E41001C46830A730B4100E5940C82962E41005C21E664720B4180D180B0B4962E410046CA30CE710B4180917C18AC962E41007A28B18F710B4100C26F54D0962E4100AE077032710B4100EFA51CF6962E41002A6398DF700B4180606A411D972E4100860C9397700B4100585A9145972E41002065BB5A700B4100EC06FC36972E410034A150D36F0B41009295F49B972E410042AF794E6F0B41003FB861FF972E4100A87126B86E0B410037391361982E410082799F106E0B4100AEF45BF69A2E4100B859E617800B4100FBCFED4A992E410086F61EE9830B4180E871988D992E410046641FC4850B4100016DD822972E41007E8C3B608B0B4100859B9F2B962E4100462D74D2840B41001CE53485962E410040F31E02840B410060CEFD74962E4100FA38375F830B4180F213B786962E41009226002E830B4180431EA67A962E4100401CCBDD820B4100892AAD88962E410012B8EAA5820B410081BD4C94962E41001238D165820B41000715399D962E410098E2211F820B4100389137A3962E41009CA6A9D3810B41007D3921A6962E4100925F5685810B41808C12E3A5962E41003CB92836810B41806C9F7EA2962E410066BB24E8800B410072E1099C962E4100C80D499D800B41804158AF92962E4100C4D77E57800B4180C6D2AB86962E410044008F18800B410032194E78962E41007A6513E27F0B4180B61A7862962E4100183D51AF7F0B4101000000020000000001000000FFFFFFFF0000000003
78,M144-SYNTURF-0029,M144,M-03,East River Park - Mini Soccer,FDR Drive and Grand Street,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,M144-100M,10/18/2002,False,M,0xD708000001040500000080B521259B3C2E41002CA82F9F550841808B47C3FF3B2E4100D678A89C56084180F3ED35533B2E4100F2243B00500841801DC897EE3B2E41004854C2024F084180B521259B3C2E41002CA82F9F55084101000000020000000001000000FFFFFFFF0000000003
147,X202-SYNTURF-0028,X202,X-08,Marble Hill Playground,Marble Hill Avenue and West 228th Street,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,X202-106M,05/04/2007,False,X,0xD7080000010422000000808511A96DCF2E41004C4D2792970F4100C8F15474D02E4100C80D6E2A9B0F410030685078D02E4100688A8DE09B0F41805D77AB5BD02E4100FC41715A9C0F410024211553D02E4100D660293C9C0F4180D4E6F751D02E4100A2853B389C0F4180F40D881DD02E4100DA33CD2C9D0F41009FD68FAECF2E41004CBE5E329F0F418038EB6FB5CF2E41005E90C94D9F0F4180A7DF69B1CF2E4100860C33599F0F41807D2BFAACCF2E4100E4F5D2619F0F4180318C3FA8CF2E4100942B6E679F0F4180416D5AA3CF2E4100FE08DD699F0F410030BD6C9ECF2E4100E26D0F699F0F4100816A9899CF2E410056BA0A659F0F4100B5E2FE94CF2E4100C47AEA5D9F0F418047E5BF90CF2E4100EE67E0539F0F418010DF9BDECE2E41008A76C7D39A0F4180052AC1DBCE2E41004292D3B89A0F4180F9DAEED9CE2E410094387A9C9A0F410015872FD9CE2E4100ECFF5B7F9A0F4180683687D9CE2E4100CCDE1E629A0F4180EC3AF4DACE2E4100B8CB68459A0F4180812E6EDDCE2E410028B9DD299A0F4180D18A7956CF2E410046D5969F970F4100649F6E58CF2E4100D2643397970F418038DAB65ACF2E4100EE294090970F41000E9A415DCF2E41005CDDEE8A970F41809D64FC5FCF2E4100B4236787970F41009911D362CF2E410056D9C185970F4100B122B165CF2E410074C20B86970F410095C38168CF2E4100022F4288970F4180F54A306BCF2E4100C6FE548C970F41808511A96DCF2E41004C4D2792970F4101000000020000000001000000FFFFFFFF0000000003
135,X039-SYNTURF-0007,X039,X-15,Pelham Bay Park,Middletown Road and Stadium Avenue,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,X039-602M,09/28/2004,False,X,0xD7080000010428000000801E6CE222862F410094733133590E410027D38682862F4100D8371FE6590E41808BB025D7862F4100DE2B6A12570E4180F057337A862F410036DF8D64560E418073676793862F4100904E6C28560E418044E87EAE862F410002184EFB550E4180690811CE862F4100A2CC7BDD550E4100928C6AEE862F41006CE7DDD3550E4180A304BE0E872F41004CE1B0DE550E418082003E2E872F41003885AFFD550E41002970224C872F410034A01530560E41000FF19E9F892F4100C4D5F8895A0E4100A7A9A7BA892F410048A790CD5A0E418034D8D5D2892F4100CE7CAB205B0E4100968D9CE7892F4100043764815B0E4100F78182F8892F4100641987ED5B0E41003C45BA048A2F4100E63974615C0E4100E744650C8A2F4100F4D976DB5C0E4100457A550F8A2F410090A2B8585D0E418014C3790D8A2F410074144FD65D0E41807F0ADD068A2F410050AC4D515E0E41001FCAA6FB892F41001007D8C65E0E4180F38619EC892F4100240232345F0E4100652592D8892F4100AEDBCF965F0E4180360E85C1892F4100D05266EC5F0E410079537BA7892F4100D817F832600E4100862B108B892F410066E0DF68600E4180EC13ED6C892F4100A27FDC8C600E4100D9ABA14D892F4100B6BF529A600E418025F12C2E892F4100963AE595600E418048D4310F892F4100921CAA7F600E4100AFC050F1882F410070A31558600E41803AA43096862F4100FE35C0EF5B0E4180D936787B862F41004A83E2AC5B0E4180A6616163862F4100BC48955B5B0E410080C6674E862F4100A8747AFD5A0E4100073DF73C862F41005A7A76945A0E410097A3692F862F4100FA8DA3225A0E4180AB4AE726862F41000EEECBAC590E41801E6CE222862F410094733133590E4101000000020000000001000000FFFFFFFF0000000003
192,B100-SYNTURF-0020,B100,B-11,Seth Low - Soccer,Stillwell Avenue and Avenue P,Field Group,Infill,Coated Sand,false,DPR,NULL,DPR,NULL,Capital,BG-213MA,09/14/2017,False,B,0xD7080000010432000000801B5DDBBA252E41006ED6E51D9B03410079EB77BB252E410070D9100C9B0341809D3ECCBC252E4100EA22DFFA9A0341806519CFBE252E41009EF0C4EA9A0341009CE072C1252E41003ACC31DC9A034100FB6FA5C4252E41003ACF87CF9A0341802E1C51C8252E4100F2521EC59A034180D5B25CCC252E410074903CBD9A034180837CACD0252E41008C9C17B89A034100C93E23D5252E4100C613D3B59A0341002F67A2D9252E41005E6A7EB69A034100E5DE0E35262E41002235E7EA9A03418064C05541262E41005C9CF0F19A034100F5711945262E4100B4EC18F49A03418073CD5C49262E4100F45AD0F89A0341002BC26C4D262E41000EB2D1FF9A034180CFA83551262E41007EADFA089B0341801B5DA554262E41009AF41E149B03418017930058262E41000271B3229B034100C517C35A262E4100B4B029339B034100E2F3DB5C262E41002C421E459B0341803EB93E5E262E4100CAA325589B034100BA01E35E262E4100D4EFCC6B9B03410046F0C45E262E41007C389D7F9B034180CAD6625E262E4100DA994E8A9B03418057B0A23B262E410072F63B549F034100D7207039262E4100C44793919F03410040FD4839262E41005280DA959F03410033B2B837262E4100DCC252AF9F03410018F91B35262E4100EEDB60C79F03418037CD8531262E4100DCC054DD9F034100F737102D262E41003E878EF09F034100D525DC27262E4100F66C8200A0034180630C0F22262E41004088BB0CA00341804696D31B262E4100C627E114A00341002F495715262E41009CD2B618A0034180D22DC90E262E41005AA82118A003410073301AB8252E41001CF870E69F034100A1905FB7252E41007E2206E69F034180E33E76B0252E410082B44EDF9F034100AE37F2A9252E410066E8E7D39F034100C3B405A4252E41007CC329C49F034180D266DE9E252E4100A0E38DB09F0341807873A49A252E41001ACFAC999F03410032467897252E4100989036809F0341005F907295252E41001007F0649F0341003CF1A294252E4100B8D9AC489F034180C6E70895252E41009AD2FC2C9F034100D1B19896252E41000E76F7119F0341801B5DDBBA252E41006ED6E51D9B034101000000020000000001000000FFFFFFFF0000000003
52,B250-SYNTURF-0051,B250,B-17,Nostrand Playground,Farragut Place and East 32nd Street,Field Group,Non-Infill,Not Applicable,true,DPR,NULL,DPR,NULL,Capital,CNYG-1508M PLANYC,07/27/2011,False,B,0xD70800000104070000008089C5C5917D2E410078A579CDF7044100AD9C55E77B2E4100148E3A47F7044100F780F3F77B2E4100BC31010BF4044100DC85E1057C2E41005C751C16F1044180B2FC33207C2E410020C492B3F00441004E7861B57D2E410058B63E31F104418089C5C5917D2E410078A579CDF7044101000000020000000001000000FFFFFFFF0000000003
109,Q162H-SYNTURF-0027,Q162H,Q-14,B 29 Playground,Surf Road and Beach 32nd Street,Field Group,Non-Infill,Not Applicable,false,DPR,NULL,DPR,NULL,Capital,Q162-110M PLANYC,10/31/2012,False,Q,0xD70800000104050000000086B322EA04304100DC887EE3FA024180633E161F053041009ED9654AEF024180F4FEB7D9053041001405341EF0024180AFBEA9A405304100D6EEBEB1FB02410086B322EA04304100DC887EE3FA024101000000020000000001000000FFFFFFFF0000000003
166,Q492-SYNTURF-0045,Q492,Q-04,Elmhurst Park,57 Avenue and 80 Street,Play Area,Non-Infill,Not Applicable,false,DPR,NULL,DPR,NULL,Capital,Q492-107M,12/02/2010,False,Q,0xD7080000010426000000004EE77C96022F410016FB4D3F030941003653B39D022F4100BA71DAFE0209410056D84BA7022F41006CF095C302094180CE820CB3022F41009240E58E020941808C6FAEC0022F4100FE3608620209418050CEDECF022F4100C8EF0C3E02094180B83D42E0022F41003A1ECD2302094180470B40FA022F4100EC837E0D02094100F646CA14032F4100A02479070209410050AC3E2F032F4100E448E11102094100E5CDFB48032F4100C01B772C0209418052F06361032F4100BE02985602094100BB055A6C032F4100A814F8710209410040940C76032F4100D4B8219402094100DFEB387E032F4100BA1B2BBC02094180BFF1A684032F410030C100E90209418036A32A89032F410092986F1903094180CCECA48B032F4100D85C2A4C0309410040D7048C032F4100BC00D57F0309418085B2478A032F4100E4BE0CB303094100CD967986032F410004DA72E4030941007A8DB480032F4100F4A8B21204094180273B2079032F4100EAB28F3C0409418053F1F963032F410008CBCA7F04094180B1AFD74D032F4100068500B404094100C48FDB36032F4100ACE7DED80409410065AC3D1F032F4100963D0BEE040941806799F206032F410098E936F3040941800AD9D0EE022F4100AE8DDDE704094100EF9C86D7022F4100D6AA3FCC040941804BC16CC2022F4100180BEDA10409418053CC06B6022F410080382C80040941009DBD3EAB022F4100282B785604094100603665A2022F4100C6530926040941809B3ABC9B022F4100D02F49F00309418011D97597022F410058E1C8B6030941003CA6B195022F4100DAC2357B030941004EE77C96022F410016FB4D3F03094101000000020000000001000000FFFFFFFF0000000003
26,B052-SYNTURF-0009,B052,B-10,Leif Ericson Park Volleyball-01,67th Street and 8th Avenue,Field Group,Infill,Unknown,false,DPR,NULL,DPR,NULL,Capital,B052-106M,09/03/2008,False,B,0xD708000001040500000000F5739DC7EC2D410030E94465AD044100BBE92A9DEC2D4100F06EA48DAC044100049BB50EED2D41009C085A28AB04410040D56A39ED2D4100F0161A03AC044100F5739DC7EC2D410030E94465AD044101000000020000000001000000FFFFFFFF0000000003
33,B082-SYNTURF-0018,B082,B-10,Shore Road - Soccer and Softball,Shore Road and 99th Street,Field Group,Infill,Rubber Crumb,false,DPR,NULL,DPR,NULL,Capital,B082A-1907M,05/01/2009,False,B,0xD708000001041000000000D5BDB0E4B52D4100D668CE34E20341002D61ECD9B52D410040915BC8E1034100D141622FB62D410094649A35DF03418082717F81B62D41006ED60A6BDD0341805054B3A7B62D41008844338ADC03418072ADFE38B72D41001C016E67DA03410067C20B61B72D41002A122056DA034180488086C4B72D4100363FA08EDB034100448BA3E6B72D41006E6EBEF3DB034100D081DEE1B72D41007CF2021ADC03410045EDF885B72D4100C295B010DF03418015EEA5A3B72D410088D5A94EDF0341803377ABB2B72D410046B893DBDE0341801BFC31F1B72D4100C03CDE5ADF034180AA7E5241B72D4100F891BAE7E4034100D5BDB0E4B52D4100D668CE34E2034101000000020000000001000000FFFFFFFF0000000003
90,M243-SYNTURF-0043,M243,M-11,Eugene McCabe Field,Park Avenue and East 121st Street,Field Group,Infill,Rubber Crumb,true,DPR,NULL,DPR,NULL,Capital,MG-200M,06/06/2001,False,M,0xD7080000010408000000801480B9E3872E41006085485A420C4180941DD38A882E4100F8DC9B4A470C4100A5F8DB9E872E410040022658490C4180B29EAD89872E4100E6768940490C4180D47D1732872E4100287AE2CF460C4180A49F900C872E41004217C9B1450C4100BB9E272D872E4100B89F9BFD430C41801480B9E3872E41006085485A420C4101000000020000000001000000FFFFFFFF0000000003
