YearStart,YearEnd,LocationAbbr,LocationDesc,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,%PovertyLevel,Age(years),BirthOrder,Education,Gender,MaritalStatus,Metropolitan,Race/Ethnicity,WICParticipation,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2004,2004,FL,Florida,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,76.6,76.6,,,72.0,80.7,1296,Total,,,,,,,,,,"(28.932040377000476, -81.92896053899966)",BF,BF1,Q006,VALUE,12,Total,Total,OVR,OVERALL
2014,2014,MI,Michigan,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,75.9,76.0,,,69.0,81.7,271,Total,,,,,,,,,,"(44.6613195430005, -84.71439026999968)",BF,BF1,Q006,VALUE,26,Total,Total,OVR,OVERALL
2011,2011,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,26.6,26.6,,,23.7,29.7,2703,,200 - 399,,,,,,,,,,BF,BF1,Q001,VALUE,59,% Poverty Level,200 - 399,POV,POV200399
2007,2007,NJ,New Jersey,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,30.1,30.1,,,25.5,35.2,504,Total,,,,,,,,,,"(40.13057004800049, -74.27369128799967)",BF,BF1,Q007,VALUE,34,Total,Total,OVR,OVERALL
2016,2016,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,26.6,26.6,,,24.5,28.8,7398,,,,,,,,,,Ineligible,,BF,BF1,Q001,VALUE,59,WIC Participation,Ineligible,WIC,WICINELG
2015,2015,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,30.7,30.7,,,18.7,46.1,212,,,Under 20,,,,,,,,,BF,BF1,Q007,VALUE,59,Age (years),Under 20,AGEYR,AGEYR0019
2006,2006,PA,Pennsylvania,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,34.1,34.1,,,29.6,38.8,827,Total,,,,,,,,,,"(40.79373015200048, -77.86070029399963)",BF,BF1,Q005,VALUE,42,Total,Total,OVR,OVERALL
2007,2007,RI,Rhode Island,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,28.9,28.9,,,22.2,36.6,291,Total,,,,,,,,,,"(41.70828019300046, -71.52247031399963)",BF,BF1,Q003,VALUE,44,Total,Total,OVR,OVERALL
2014,2014,OK,Oklahoma,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,21.3,21.0,,,16.4,27.3,264,Total,,,,,,,,,,"(35.47203135600046, -97.52107021399968)",BF,BF1,Q008,VALUE,40,Total,Total,OVR,OVERALL
2014,2014,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,34.5,34.0,,,30.2,39.0,1737,,,,,,,,,Hispanic,,,BF,BF1,Q002,VALUE,59,Race/Ethnicity,Hispanic,RACE,RACEHIS
2011,2011,MN,Minnesota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,59.2,59.2,,,50.5,67.3,210,Total,,,,,,,,,,"(46.35564873600049, -94.79420050299967)",BF,BF1,Q005,VALUE,27,Total,Total,OVR,OVERALL
2002,2002,KS,Kansas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,72.3,72.3,,,66.1,77.7,358,Total,,,,,,,,,,"(38.34774030000045, -98.20078122699965)",BF,BF1,Q006,VALUE,20,Total,Total,OVR,OVERALL
2007,2007,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,24.7,24.7,,,22.8,26.8,5614,,,20 - 29,,,,,,,,,BF,BF1,Q003,VALUE,59,Age (years),20 - 29,AGEYR,AGEYR2029
2013,2013,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,83.0,83.0,,,80.5,85.3,3425,,,,,,,,,Hispanic,,,BF,BF1,Q006,VALUE,59,Race/Ethnicity,Hispanic,RACE,RACEHIS
2004,2004,MT,Montana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,52.1,52.1,,,46.2,58.0,371,Total,,,,,,,,,,"(47.06652897200047, -109.42442064499971)",BF,BF1,Q005,VALUE,30,Total,Total,OVR,OVERALL
2015,2015,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,44.1,44.1,,,41.8,46.4,5780,,,20 - 29,,,,,,,,,BF,BF1,Q007,VALUE,59,Age (years),20 - 29,AGEYR,AGEYR2029
2009,2009,AZ,Arizona,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,22.3,22.3,,,17.4,28.1,393,Total,,,,,,,,,,"(34.865970280000454, -111.76381127699972)",BF,BF1,Q004,VALUE,04,Total,Total,OVR,OVERALL
2007,2007,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,25.8,25.8,,,19.7,33.1,332,,,,,,,,,American Indian/Alaska Native,,,BF,BF1,Q007,VALUE,59,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2014,2014,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,39.7,40.0,,,38.0,41.4,10878,,,30 or older,,,,,,,,,BF,BF1,Q004,VALUE,59,Age (years),30 or older,AGEYR,AGEYR30PLUS
2013,2013,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,21.6,21.6,,,15.1,30.0,242,,,,,,,,,American Indian/Alaska Native,,,BF,BF1,Q004,VALUE,59,Race/Ethnicity,American Indian/Alaska Native,RACE,RACENAA
2014,2014,MS,Mississippi,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,29.2,29.0,,,20.7,39.4,136,Total,,,,,,,,,,"(32.745510099000455, -89.53803082499968)",BF,BF1,Q001,VALUE,28,Total,Total,OVR,OVERALL
2004,2004,OR,Oregon,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,59.6,59.6,,,52.8,66.1,311,Total,,,,,,,,,,"(44.56744942400047, -120.15503132599969)",BF,BF1,Q005,VALUE,41,Total,Total,OVR,OVERALL
2016,2016,ND,North Dakota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,39.7,39.7,,,33.2,46.5,264,Total,,,,,,,,,,"(47.47531977900047, -100.11842104899966)",BF,BF1,Q004,VALUE,38,Total,Total,OVR,OVERALL
2006,2006,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,40.0,40.0,,,36.0,44.1,1505,,,,,,,,,,"No, but eligible",,BF,BF1,Q007,VALUE,59,WIC Participation,"No, but eligible",WIC,WICNO
2009,2009,SC,South Carolina,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,35.2,35.2,,,29.3,41.7,364,Total,,,,,,,,,,"(33.998821303000454, -81.04537120699968)",BF,BF1,Q005,VALUE,45,Total,Total,OVR,OVERALL
2006,2006,ND,North Dakota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,73.8,73.8,,,68.3,78.7,322,Total,,,,,,,,,,"(47.47531977900047, -100.11842104899966)",BF,BF1,Q006,VALUE,38,Total,Total,OVR,OVERALL
2007,2007,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,33.4,33.4,,,31.6,35.1,7867,,,20 - 29,,,,,,,,,BF,BF1,Q005,VALUE,59,Age (years),20 - 29,AGEYR,AGEYR2029
2010,2010,ID,Idaho,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,61.2,61.2,,,52.8,69.1,255,Total,,,,,,,,,,"(43.682630005000476, -114.3637300419997)",BF,BF1,Q005,VALUE,16,Total,Total,OVR,OVERALL
2009,2009,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,88.4,88.4,,,86.8,89.9,3987,,400 - 599,,,,,,,,,,BF,BF1,Q006,VALUE,59,% Poverty Level,400 - 599,POV,POV400599
2005,2005,ND,North Dakota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,32.8,32.8,,,25.3,41.3,146,Total,,,,,,,,,,"(47.47531977900047, -100.11842104899966)",BF,BF1,Q002,VALUE,38,Total,Total,OVR,OVERALL
2011,2011,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,32.8,32.8,,,27.9,38.0,987,,,,,,,,,,"No, but eligible",,BF,BF1,Q004,VALUE,59,WIC Participation,"No, but eligible",WIC,WICNO
2011,2011,ID,Idaho,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,40.2,40.2,,,33.0,47.8,212,Total,,,,,,,,,,"(43.682630005000476, -114.3637300419997)",BF,BF1,Q007,VALUE,16,Total,Total,OVR,OVERALL
2006,2006,AL,Alabama,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,28.6,28.6,,,24.2,33.5,446,Total,,,,,,,,,,"(32.84057112200048, -86.63186076199969)",BF,BF1,Q005,VALUE,01,Total,Total,OVR,OVERALL
2001,2001,LA,Louisiana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,44.8,44.8,,,40.1,49.7,788,Total,,,,,,,,,,"(31.31266064400046, -92.44568007099969)",BF,BF1,Q006,VALUE,22,Total,Total,OVR,OVERALL
2005,2005,KS,Kansas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,42.1,42.1,,,35.9,48.5,339,Total,,,,,,,,,,"(38.34774030000045, -98.20078122699965)",BF,BF1,Q005,VALUE,20,Total,Total,OVR,OVERALL
2016,2016,AZ,Arizona,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,58.4,58.4,,,51.6,64.9,296,Total,,,,,,,,,,"(34.865970280000454, -111.76381127699972)",BF,BF1,Q005,VALUE,04,Total,Total,OVR,OVERALL
2013,2013,VT,Vermont,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,42.2,42.2,,,35.6,49.1,235,Total,,,,,,,,,,"(43.62538123900049, -72.51764079099962)",BF,BF1,Q004,VALUE,50,Total,Total,OVR,OVERALL
2015,2015,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,38.0,38.0,,,35.9,40.2,7075,,,,,,,,,,Yes,,BF,BF1,Q007,VALUE,59,WIC Participation,Yes,WIC,WICYES
2013,2013,PR,Puerto Rico,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,21.2,21.2,,,17.1,26.0,363,Total,,,,,,,,,,"(18.220833, -66.590149)",BF,BF1,Q004,VALUE,72,Total,Total,OVR,OVERALL
2011,2011,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,28.6,28.6,,,26.5,30.8,5357,,,,,,,,,,Ineligible,,BF,BF1,Q001,VALUE,59,WIC Participation,Ineligible,WIC,WICINELG
2003,2003,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,20.7,20.7,,,17.0,25.0,905,,,,,,,,,Asian,,,BF,BF1,Q004,VALUE,59,Race/Ethnicity,Asian,RACE,RACEASN
2011,2011,OR,Oregon,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,52.1,52.1,,,44.9,59.2,249,Total,,,,,,,,,,"(44.56744942400047, -120.15503132599969)",BF,BF1,Q007,VALUE,41,Total,Total,OVR,OVERALL
2012,2012,WY,Wyoming,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,25.8,25.8,,,18.9,34.2,219,Total,,,,,,,,,,"(43.23554134300048, -108.10983035299967)",BF,BF1,Q008,VALUE,56,Total,Total,OVR,OVERALL
2010,2010,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,21.5,21.5,,,18.3,25.0,1943,,,,,,,,Non-metropolitan,,,,BF,BF1,Q004,VALUE,59,Metropolitan,Non-metropolitan,METRO,METRONO
2015,2015,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,16.8,16.8,,,13.6,20.7,1106,,,,,,,,,2 or more races,,,BF,BF1,Q003,VALUE,59,Race/Ethnicity,2 or more races,RACE,RACE2PLUS
2006,2006,MO,Missouri,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,26.3,26.3,,,21.8,31.4,434,Total,,,,,,,,,,"(38.635790776000476, -92.56630005299968)",BF,BF1,Q007,VALUE,29,Total,Total,OVR,OVERALL
2004,2004,OR,Oregon,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,36.1,36.1,,,30.3,42.4,311,Total,,,,,,,,,,"(44.56744942400047, -120.15503132599969)",BF,BF1,Q004,VALUE,41,Total,Total,OVR,OVERALL
2010,2010,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,38.5,38.5,,,36.4,40.5,6396,,,,,,,,Metropolitan,,,,BF,BF1,Q007,VALUE,59,Metropolitan,Metropolitan,METRO,METROYES
2014,2014,NY,New York,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,27.0,27.0,,,23.0,31.3,588,Total,,,,,,,,,,"(42.82700103200045, -75.54397042699964)",BF,BF1,Q003,VALUE,36,Total,Total,OVR,OVERALL
2007,2007,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,33.9,33.9,,,30.8,37.2,2661,,100 - 199,,,,,,,,,,BF,BF1,Q001,VALUE,59,% Poverty Level,100 - 199,POV,POV100199
2006,2006,DE,Delaware,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,68.5,68.5,,,61.8,74.5,377,Total,,,,,,,,,,"(39.008830667000495, -75.57774116799965)",BF,BF1,Q006,VALUE,10,Total,Total,OVR,OVERALL
2013,2013,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,23.3,23.3,,,20.2,26.7,2387,,,,,,,,Metropolitan,,,,BF,BF1,Q008,VALUE,59,Metropolitan,Metropolitan,METRO,METROYES
2011,2011,UT,Utah,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,63.1,63.1,,,55.6,70.0,248,Total,,,,,,,,,,"(39.360700171000474, -111.58713063499971)",BF,BF1,Q005,VALUE,49,Total,Total,OVR,OVERALL
2016,2016,MN,Minnesota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,59.4,59.4,,,49.9,68.3,224,Total,,,,,,,,,,"(46.35564873600049, -94.79420050299967)",BF,BF1,Q007,VALUE,27,Total,Total,OVR,OVERALL
2016,2016,IN,Indiana,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,46.0,46.0,,,39.4,52.7,293,Total,,,,,,,,,,"(39.766910452000445, -86.14996019399968)",BF,BF1,Q007,VALUE,18,Total,Total,OVR,OVERALL
2001,2001,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,58.5,58.5,,,56.4,60.5,8063,,,,,,,Unmarried,,,,,BF,BF1,Q006,VALUE,59,Marital Status,Unmarried,MARSTAT,UNMARRIED
2007,2007,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,19.0,19.0,,,15.4,23.1,1558,,,,,,,,,,"No, but eligible",,BF,BF1,Q008,VALUE,59,WIC Participation,"No, but eligible",WIC,WICNO
2005,2005,VT,Vermont,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,31.3,31.3,,,24.3,39.2,178,Total,,,,,,,,,,"(43.62538123900049, -72.51764079099962)",BF,BF1,Q002,VALUE,50,Total,Total,OVR,OVERALL
2006,2006,NV,Nevada,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,23.0,23.0,,,18.6,28.1,376,Total,,,,,,,,,,"(39.493240390000494, -117.07184056399967)",BF,BF1,Q004,VALUE,32,Total,Total,OVR,OVERALL
2007,2007,NV,Nevada,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,42.7,42.7,,,37.1,48.6,398,Total,,,,,,,,,,"(39.493240390000494, -117.07184056399967)",BF,BF1,Q005,VALUE,32,Total,Total,OVR,OVERALL
2004,2004,IA,Iowa,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,35.5,35.5,,,29.7,41.7,305,Total,,,,,,,,,,"(42.46940091300047, -93.81649055599968)",BF,BF1,Q007,VALUE,19,Total,Total,OVR,OVERALL
2015,2015,FL,Florida,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,54.0,54.0,,,47.1,60.7,394,Total,,,,,,,,,,"(28.932040377000476, -81.92896053899966)",BF,BF1,Q005,VALUE,12,Total,Total,OVR,OVERALL
2015,2015,ND,North Dakota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,46.2,46.2,,,39.0,53.5,227,Total,,,,,,,,,,"(47.47531977900047, -100.11842104899966)",BF,BF1,Q007,VALUE,38,Total,Total,OVR,OVERALL
2012,2012,IA,Iowa,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,22.2,22.2,,,16.3,29.5,223,Total,,,,,,,,,,"(42.46940091300047, -93.81649055599968)",BF,BF1,Q004,VALUE,19,Total,Total,OVR,OVERALL
2008,2008,RI,Rhode Island,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,42.3,42.3,,,32.9,52.3,165,Total,,,,,,,,,,"(41.70828019300046, -71.52247031399963)",BF,BF1,Q002,VALUE,44,Total,Total,OVR,OVERALL
2007,2007,CA,California,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,86.9,86.9,,,83.0,90.0,714,Total,,,,,,,,,,"(37.63864012300047, -120.99999953799971)",BF,BF1,Q006,VALUE,06,Total,Total,OVR,OVERALL
2005,2005,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,14.6,14.6,,,12.5,17.0,2476,,,,,,,,,Non-Hispanic Black,,,BF,BF1,Q004,VALUE,59,Race/Ethnicity,Non-Hispanic Black,RACE,RACEBLK
2003,2003,NV,Nevada,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,17.2,17.2,,,13.7,21.3,504,Total,,,,,,,,,,"(39.493240390000494, -117.07184056399967)",BF,BF1,Q004,VALUE,32,Total,Total,OVR,OVERALL
2009,2009,OK,Oklahoma,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,27.6,27.6,,,22.6,33.3,378,Total,,,,,,,,,,"(35.47203135600046, -97.52107021399968)",BF,BF1,Q007,VALUE,40,Total,Total,OVR,OVERALL
2003,2003,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,47.3,47.3,,,45.0,49.7,4634,,400 - 599,,,,,,,,,,BF,BF1,Q005,VALUE,59,% Poverty Level,400 - 599,POV,POV400599
2014,2014,WI,Wisconsin,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,53.8,54.0,,,46.3,61.0,241,Total,,,,,,,,,,"(44.39319117400049, -89.81637074199966)",BF,BF1,Q005,VALUE,55,Total,Total,OVR,OVERALL
2007,2007,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,19.5,19.5,,,14.1,26.3,455,,,Under 20,,,,,,,,,BF,BF1,Q005,VALUE,59,Age (years),Under 20,AGEYR,AGEYR0019
2005,2005,NC,North Carolina,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,28.0,28.0,,,22.8,34.0,357,Total,,,,,,,,,,"(35.466220975000454, -79.15925046299964)",BF,BF1,Q007,VALUE,37,Total,Total,OVR,OVERALL
2009,2009,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,22.0,22.0,,,14.6,31.6,351,,,Under 20,,,,,,,,,BF,BF1,Q007,VALUE,59,Age (years),Under 20,AGEYR,AGEYR0019
2013,2013,SD,South Dakota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,23.4,23.4,,,17.9,29.9,234,Total,,,,,,,,,,"(44.353130053000484, -100.3735306369997)",BF,BF1,Q008,VALUE,46,Total,Total,OVR,OVERALL
2010,2010,MD,Maryland,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,34.0,34.0,,,27.7,40.9,332,Total,,,,,,,,,,"(39.29058096400047, -76.60926011099963)",BF,BF1,Q007,VALUE,24,Total,Total,OVR,OVERALL
2007,2007,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula within 2 days of life,,Value,22.7,22.7,,,18.1,28.0,1297,,,,,,,,,,"No, but eligible",,BF,BF1,Q003,VALUE,59,WIC Participation,"No, but eligible",WIC,WICNO
2008,2008,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,15.2,15.2,,,14.3,16.1,18856,,,,,,,,Metropolitan,,,,BF,BF1,Q008,VALUE,59,Metropolitan,Metropolitan,METRO,METROYES
2001,2001,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,18.5,18.5,,,17.6,19.4,28762,Total,,,,,,,,,,,BF,BF1,Q004,VALUE,59,Total,Total,OVR,OVERALL
2008,2008,NE,Nebraska,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 12 months,,Value,25.5,25.5,,,20.8,31.0,353,Total,,,,,,,,,,"(41.6410409880005, -99.36572062299967)",BF,BF1,Q004,VALUE,31,Total,Total,OVR,OVERALL
2003,2003,MI,Michigan,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,32.8,32.8,,,28.3,37.6,762,Total,,,,,,,,,,"(44.6613195430005, -84.71439026999968)",BF,BF1,Q005,VALUE,26,Total,Total,OVR,OVERALL
2009,2009,TN,Tennessee,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,12.8,12.8,,,9.0,17.9,376,Total,,,,,,,,,,"(35.68094058000048, -85.77449091399967)",BF,BF1,Q008,VALUE,47,Total,Total,OVR,OVERALL
2007,2007,KS,Kansas,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,30.6,30.6,,,23.6,38.7,215,Total,,,,,,,,,,"(38.34774030000045, -98.20078122699965)",BF,BF1,Q001,VALUE,20,Total,Total,OVR,OVERALL
2011,2011,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were ever breastfed,,Value,69.2,69.2,,,66.3,72.0,2622,,,,,High school graduate,,,,,,,BF,BF1,Q006,VALUE,59,Education,High school graduate,EDU,EDUHSGRAD
2008,2008,MS,Mississippi,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 3 months,,Value,19.0,19.0,,,15.3,23.3,442,Total,,,,,,,,,,"(32.745510099000455, -89.53803082499968)",BF,BF1,Q007,VALUE,28,Total,Total,OVR,OVERALL
2011,2011,NV,Nevada,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 6 months,,Value,32.6,32.6,,,24.4,42.0,139,Total,,,,,,,,,,"(39.493240390000494, -117.07184056399967)",BF,BF1,Q002,VALUE,32,Total,Total,OVR,OVERALL
2015,2015,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of breastfed infants who were supplemented with infant formula before 3 months,,Value,25.2,25.2,,,21.4,29.4,1171,,,,,,,,,,"No, but eligible",,BF,BF1,Q001,VALUE,59,WIC Participation,"No, but eligible",WIC,WICNO
2004,2004,NM,New Mexico,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were breastfed at 6 months,,Value,44.3,44.3,,,38.8,49.9,569,Total,,,,,,,,,,"(34.52088095200048, -106.24058098499967)",BF,BF1,Q005,VALUE,35,Total,Total,OVR,OVERALL
2011,2011,ND,North Dakota,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,22.5,22.5,,,17.3,28.8,283,Total,,,,,,,,,,"(47.47531977900047, -100.11842104899966)",BF,BF1,Q008,VALUE,38,Total,Total,OVR,OVERALL
2004,2004,US,National,National Immunization Survey,Breastfeeding,Breastfeeding - Behavior,Percent of infants who were exclusively breastfed through 6 months,,Value,12.9,12.9,,,11.7,14.2,7547,,200 - 399,,,,,,,,,,BF,BF1,Q008,VALUE,59,% Poverty Level,200 - 399,POV,POV200399
